antecedents,consequents,support,confidence
"frozenset({'흙/마사/스톤', '영양제/살균제', '공기정화식물'})",frozenset({'다육'}),0.000180734,0.333333333
"frozenset({'다육', '영양제/살균제', '흙/마사/스톤'})",frozenset({'공기정화식물'}),0.000180734,1
"frozenset({'다육', '공기정화식물'})","frozenset({'흙/마사/스톤', '영양제/살균제'})",0.000180734,0.021276596
"frozenset({'영양제/살균제', '공기정화식물'})","frozenset({'다육', '흙/마사/스톤'})",0.000180734,0.125
"frozenset({'흙/마사/스톤', '공기정화식물'})","frozenset({'다육', '영양제/살균제'})",0.000180734,0.027027027
"frozenset({'다육', '영양제/살균제'})","frozenset({'흙/마사/스톤', '공기정화식물'})",0.000180734,1
"frozenset({'다육', '흙/마사/스톤'})","frozenset({'영양제/살균제', '공기정화식물'})",0.000180734,0.066666667
"frozenset({'흙/마사/스톤', '영양제/살균제'})","frozenset({'다육', '공기정화식물'})",0.000180734,0.025
frozenset({'공기정화식물'}),"frozenset({'다육', '영양제/살균제', '흙/마사/스톤'})",0.000180734,0.001862197
frozenset({'다육'}),"frozenset({'흙/마사/스톤', '영양제/살균제', '공기정화식물'})",0.000180734,0.005263158
frozenset({'영양제/살균제'}),"frozenset({'흙/마사/스톤', '다육', '공기정화식물'})",0.000180734,0.0125
frozenset({'흙/마사/스톤'}),"frozenset({'다육', '영양제/살균제', '공기정화식물'})",0.000180734,0.002262443
"frozenset({'다육', nan, '공기정화식물'})",frozenset({'흙/마사/스톤'}),0.000180734,1
"frozenset({'흙/마사/스톤', '다육', '공기정화식물'})",frozenset({nan}),0.000180734,0.2
"frozenset({'흙/마사/스톤', nan, '공기정화식물'})",frozenset({'다육'}),0.000180734,1
"frozenset({'다육', nan, '흙/마사/스톤'})",frozenset({'공기정화식물'}),0.000180734,1
"frozenset({'다육', '공기정화식물'})","frozenset({'흙/마사/스톤', nan})",0.000180734,0.021276596
"frozenset({nan, '공기정화식물'})","frozenset({'다육', '흙/마사/스톤'})",0.000180734,0.333333333
"frozenset({'흙/마사/스톤', '공기정화식물'})","frozenset({'다육', nan})",0.000180734,0.027027027
"frozenset({'다육', nan})","frozenset({'흙/마사/스톤', '공기정화식물'})",0.000180734,0.333333333
"frozenset({'다육', '흙/마사/스톤'})","frozenset({nan, '공기정화식물'})",0.000180734,0.066666667
"frozenset({'흙/마사/스톤', nan})","frozenset({'다육', '공기정화식물'})",0.000180734,0.25
frozenset({'공기정화식물'}),"frozenset({'다육', nan, '흙/마사/스톤'})",0.000180734,0.001862197
frozenset({'다육'}),"frozenset({'흙/마사/스톤', nan, '공기정화식물'})",0.000180734,0.005263158
frozenset({nan}),"frozenset({'흙/마사/스톤', '다육', '공기정화식물'})",0.000180734,0.058823529
frozenset({'흙/마사/스톤'}),"frozenset({'다육', nan, '공기정화식물'})",0.000180734,0.002262443
"frozenset({'기타원예', '수입식물', '공기정화식물'})",frozenset({'특가세일'}),0.000180734,1
"frozenset({'특가세일', '수입식물', '공기정화식물'})",frozenset({'기타원예'}),0.000180734,0.5
"frozenset({'특가세일', '기타원예', '공기정화식물'})",frozenset({'수입식물'}),0.000180734,0.5
"frozenset({'기타원예', '수입식물', '특가세일'})",frozenset({'공기정화식물'}),0.000180734,1
"frozenset({'수입식물', '공기정화식물'})","frozenset({'기타원예', '특가세일'})",0.000180734,0.0125
"frozenset({'기타원예', '공기정화식물'})","frozenset({'수입식물', '특가세일'})",0.000180734,0.25
"frozenset({'특가세일', '공기정화식물'})","frozenset({'기타원예', '수입식물'})",0.000180734,0.04
"frozenset({'기타원예', '수입식물'})","frozenset({'특가세일', '공기정화식물'})",0.000180734,0.333333333
"frozenset({'수입식물', '특가세일'})","frozenset({'기타원예', '공기정화식물'})",0.000180734,0.142857143
"frozenset({'기타원예', '특가세일'})","frozenset({'수입식물', '공기정화식물'})",0.000180734,0.5
frozenset({'공기정화식물'}),"frozenset({'기타원예', '수입식물', '특가세일'})",0.000180734,0.001862197
frozenset({'수입식물'}),"frozenset({'특가세일', '기타원예', '공기정화식물'})",0.000180734,0.003289474
frozenset({'기타원예'}),"frozenset({'특가세일', '수입식물', '공기정화식물'})",0.000180734,0.006097561
frozenset({'특가세일'}),"frozenset({'기타원예', '수입식물', '공기정화식물'})",0.000180734,0.002695418
"frozenset({'완제품', '인테리어식물', '야생화'})",frozenset({'허브'}),0.000180734,1
"frozenset({'허브', '인테리어식물', '야생화'})",frozenset({'완제품'}),0.000180734,0.166666667
"frozenset({'완제품', '인테리어식물', '허브'})",frozenset({'야생화'}),0.000180734,1
"frozenset({'완제품', '허브', '야생화'})",frozenset({'인테리어식물'}),0.000180734,1
"frozenset({'인테리어식물', '야생화'})","frozenset({'완제품', '허브'})",0.000180734,0.01754386
"frozenset({'완제품', '인테리어식물'})","frozenset({'허브', '야생화'})",0.000180734,0.2
"frozenset({'인테리어식물', '허브'})","frozenset({'완제품', '야생화'})",0.000180734,0.066666667
"frozenset({'완제품', '야생화'})","frozenset({'인테리어식물', '허브'})",0.000180734,0.2
"frozenset({'허브', '야생화'})","frozenset({'완제품', '인테리어식물'})",0.000180734,0.071428571
"frozenset({'완제품', '허브'})","frozenset({'인테리어식물', '야생화'})",0.000180734,1
frozenset({'인테리어식물'}),"frozenset({'완제품', '허브', '야생화'})",0.000180734,0.002070393
frozenset({'야생화'}),"frozenset({'완제품', '인테리어식물', '허브'})",0.000180734,0.002247191
frozenset({'완제품'}),"frozenset({'허브', '인테리어식물', '야생화'})",0.000180734,0.023255814
frozenset({'허브'}),"frozenset({'완제품', '인테리어식물', '야생화'})",0.000180734,0.025
"frozenset({'다육', '인테리어식물', '선인장'})",frozenset({'완제품'}),0.000180734,1
"frozenset({'완제품', '인테리어식물', '선인장'})",frozenset({'다육'}),0.000180734,1
"frozenset({'다육', '인테리어식물', '완제품'})",frozenset({'선인장'}),0.000180734,0.5
"frozenset({'다육', '선인장', '완제품'})",frozenset({'인테리어식물'}),0.000180734,1
"frozenset({'인테리어식물', '선인장'})","frozenset({'다육', '완제품'})",0.000180734,0.090909091
"frozenset({'다육', '인테리어식물'})","frozenset({'완제품', '선인장'})",0.000180734,0.038461538
"frozenset({'완제품', '인테리어식물'})","frozenset({'다육', '선인장'})",0.000180734,0.2
"frozenset({'다육', '선인장'})","frozenset({'완제품', '인테리어식물'})",0.000180734,0.043478261
"frozenset({'완제품', '선인장'})","frozenset({'다육', '인테리어식물'})",0.000180734,0.5
"frozenset({'다육', '완제품'})","frozenset({'인테리어식물', '선인장'})",0.000180734,0.333333333
frozenset({'인테리어식물'}),"frozenset({'다육', '선인장', '완제품'})",0.000180734,0.002070393
frozenset({'선인장'}),"frozenset({'다육', '인테리어식물', '완제품'})",0.000180734,0.013157895
frozenset({'다육'}),"frozenset({'완제품', '인테리어식물', '선인장'})",0.000180734,0.005263158
frozenset({'완제품'}),"frozenset({'다육', '인테리어식물', '선인장'})",0.000180734,0.023255814
"frozenset({'다육', '인테리어식물', '수입식물'})",frozenset({'완제품'}),0.000180734,0.25
"frozenset({'다육', '인테리어식물', '완제품'})",frozenset({'수입식물'}),0.000180734,0.5
"frozenset({'수입식물', '인테리어식물', '완제품'})",frozenset({'다육'}),0.000180734,1
"frozenset({'다육', '수입식물', '완제품'})",frozenset({'인테리어식물'}),0.000180734,1
"frozenset({'다육', '인테리어식물'})","frozenset({'수입식물', '완제품'})",0.000180734,0.038461538
"frozenset({'수입식물', '인테리어식물'})","frozenset({'다육', '완제품'})",0.000180734,0.027777778
"frozenset({'완제품', '인테리어식물'})","frozenset({'다육', '수입식물'})",0.000180734,0.2
"frozenset({'다육', '수입식물'})","frozenset({'완제품', '인테리어식물'})",0.000180734,0.052631579
"frozenset({'다육', '완제품'})","frozenset({'수입식물', '인테리어식물'})",0.000180734,0.333333333
"frozenset({'수입식물', '완제품'})","frozenset({'다육', '인테리어식물'})",0.000180734,1
frozenset({'인테리어식물'}),"frozenset({'다육', '수입식물', '완제품'})",0.000180734,0.002070393
frozenset({'다육'}),"frozenset({'수입식물', '인테리어식물', '완제품'})",0.000180734,0.005263158
frozenset({'수입식물'}),"frozenset({'다육', '인테리어식물', '완제품'})",0.000180734,0.003289474
frozenset({'완제품'}),"frozenset({'다육', '인테리어식물', '수입식물'})",0.000180734,0.023255814
"frozenset({'완제품', '다육', '특가세일'})",frozenset({'인테리어식물'}),0.000180734,1
"frozenset({'다육', '인테리어식물', '특가세일'})",frozenset({'완제품'}),0.000180734,1
"frozenset({'완제품', '인테리어식물', '특가세일'})",frozenset({'다육'}),0.000180734,0.5
"frozenset({'다육', '인테리어식물', '완제품'})",frozenset({'특가세일'}),0.000180734,0.5
"frozenset({'다육', '특가세일'})","frozenset({'완제품', '인테리어식물'})",0.000180734,0.5
"frozenset({'완제품', '특가세일'})","frozenset({'다육', '인테리어식물'})",0.000180734,0.25
"frozenset({'인테리어식물', '특가세일'})","frozenset({'다육', '완제품'})",0.000180734,0.027027027
"frozenset({'다육', '완제품'})","frozenset({'인테리어식물', '특가세일'})",0.000180734,0.333333333
"frozenset({'다육', '인테리어식물'})","frozenset({'완제품', '특가세일'})",0.000180734,0.038461538
"frozenset({'완제품', '인테리어식물'})","frozenset({'다육', '특가세일'})",0.000180734,0.2
frozenset({'특가세일'}),"frozenset({'다육', '인테리어식물', '완제품'})",0.000180734,0.002695418
frozenset({'다육'}),"frozenset({'완제품', '인테리어식물', '특가세일'})",0.000180734,0.005263158
frozenset({'완제품'}),"frozenset({'다육', '인테리어식물', '특가세일'})",0.000180734,0.023255814
frozenset({'인테리어식물'}),"frozenset({'완제품', '다육', '특가세일'})",0.000180734,0.002070393
"frozenset({'완제품', '수입식물', '특가세일'})",frozenset({'인테리어식물'}),0.000180734,1
"frozenset({'수입식물', '인테리어식물', '특가세일'})",frozenset({'완제품'}),0.000180734,0.25
"frozenset({'완제품', '인테리어식물', '특가세일'})",frozenset({'수입식물'}),0.000180734,0.5
"frozenset({'수입식물', '인테리어식물', '완제품'})",frozenset({'특가세일'}),0.000180734,1
"frozenset({'수입식물', '특가세일'})","frozenset({'완제품', '인테리어식물'})",0.000180734,0.142857143
"frozenset({'완제품', '특가세일'})","frozenset({'수입식물', '인테리어식물'})",0.000180734,0.25
"frozenset({'인테리어식물', '특가세일'})","frozenset({'수입식물', '완제품'})",0.000180734,0.027027027
"frozenset({'수입식물', '완제품'})","frozenset({'인테리어식물', '특가세일'})",0.000180734,1
"frozenset({'수입식물', '인테리어식물'})","frozenset({'완제품', '특가세일'})",0.000180734,0.027777778
"frozenset({'완제품', '인테리어식물'})","frozenset({'수입식물', '특가세일'})",0.000180734,0.2
frozenset({'특가세일'}),"frozenset({'수입식물', '인테리어식물', '완제품'})",0.000180734,0.002695418
frozenset({'수입식물'}),"frozenset({'완제품', '인테리어식물', '특가세일'})",0.000180734,0.003289474
frozenset({'완제품'}),"frozenset({'수입식물', '인테리어식물', '특가세일'})",0.000180734,0.023255814
frozenset({'인테리어식물'}),"frozenset({'완제품', '수입식물', '특가세일'})",0.000180734,0.002070393
"frozenset({'인테리어식물', '수생/식충/과실수', '야생화'})",frozenset({'공중식물'}),0.000180734,1
"frozenset({'공중식물', '인테리어식물', '수생/식충/과실수'})",frozenset({'야생화'}),0.000180734,1
"frozenset({'공중식물', '인테리어식물', '야생화'})",frozenset({'수생/식충/과실수'}),0.000180734,0.125
"frozenset({'공중식물', '수생/식충/과실수', '야생화'})",frozenset({'인테리어식물'}),0.000180734,1
"frozenset({'인테리어식물', '수생/식충/과실수'})","frozenset({'공중식물', '야생화'})",0.000180734,0.05
"frozenset({'인테리어식물', '야생화'})","frozenset({'공중식물', '수생/식충/과실수'})",0.000180734,0.01754386
"frozenset({'공중식물', '인테리어식물'})","frozenset({'수생/식충/과실수', '야생화'})",0.000180734,0.027027027
"frozenset({'수생/식충/과실수', '야생화'})","frozenset({'공중식물', '인테리어식물'})",0.000180734,0.090909091
"frozenset({'공중식물', '수생/식충/과실수'})","frozenset({'인테리어식물', '야생화'})",0.000180734,0.333333333
"frozenset({'공중식물', '야생화'})","frozenset({'인테리어식물', '수생/식충/과실수'})",0.000180734,0.037037037
frozenset({'인테리어식물'}),"frozenset({'공중식물', '수생/식충/과실수', '야생화'})",0.000180734,0.002070393
frozenset({'수생/식충/과실수'}),"frozenset({'공중식물', '인테리어식물', '야생화'})",0.000180734,0.013157895
frozenset({'야생화'}),"frozenset({'공중식물', '인테리어식물', '수생/식충/과실수'})",0.000180734,0.002247191
frozenset({'공중식물'}),"frozenset({'인테리어식물', '수생/식충/과실수', '야생화'})",0.000180734,0.005181347
"frozenset({'공중식물', '인테리어식물', '야생화'})",frozenset({'허브'}),0.000180734,0.125
"frozenset({'허브', '인테리어식물', '야생화'})",frozenset({'공중식물'}),0.000180734,0.166666667
"frozenset({'공중식물', '인테리어식물', '허브'})",frozenset({'야생화'}),0.000180734,0.25
"frozenset({'공중식물', '허브', '야생화'})",frozenset({'인테리어식물'}),0.000180734,1
"frozenset({'인테리어식물', '야생화'})","frozenset({'공중식물', '허브'})",0.000180734,0.01754386
"frozenset({'공중식물', '인테리어식물'})","frozenset({'허브', '야생화'})",0.000180734,0.027027027
"frozenset({'인테리어식물', '허브'})","frozenset({'공중식물', '야생화'})",0.000180734,0.066666667
"frozenset({'공중식물', '야생화'})","frozenset({'인테리어식물', '허브'})",0.000180734,0.037037037
"frozenset({'허브', '야생화'})","frozenset({'공중식물', '인테리어식물'})",0.000180734,0.071428571
"frozenset({'공중식물', '허브'})","frozenset({'인테리어식물', '야생화'})",0.000180734,0.166666667
frozenset({'인테리어식물'}),"frozenset({'공중식물', '허브', '야생화'})",0.000180734,0.002070393
frozenset({'야생화'}),"frozenset({'공중식물', '인테리어식물', '허브'})",0.000180734,0.002247191
frozenset({'공중식물'}),"frozenset({'허브', '인테리어식물', '야생화'})",0.000180734,0.005181347
frozenset({'허브'}),"frozenset({'공중식물', '인테리어식물', '야생화'})",0.000180734,0.025
"frozenset({'공중식물', '인테리어식물', '야생화'})",frozenset({'흙/마사/스톤'}),0.000180734,0.125
"frozenset({'흙/마사/스톤', '인테리어식물', '야생화'})",frozenset({'공중식물'}),0.000180734,0.2
"frozenset({'공중식물', '인테리어식물', '흙/마사/스톤'})",frozenset({'야생화'}),0.000180734,0.333333333
"frozenset({'공중식물', '야생화', '흙/마사/스톤'})",frozenset({'인테리어식물'}),0.000180734,1
"frozenset({'인테리어식물', '야생화'})","frozenset({'공중식물', '흙/마사/스톤'})",0.000180734,0.01754386
"frozenset({'공중식물', '인테리어식물'})","frozenset({'흙/마사/스톤', '야생화'})",0.000180734,0.027027027
"frozenset({'흙/마사/스톤', '인테리어식물'})","frozenset({'공중식물', '야생화'})",0.000180734,0.03125
"frozenset({'공중식물', '야생화'})","frozenset({'흙/마사/스톤', '인테리어식물'})",0.000180734,0.037037037
"frozenset({'흙/마사/스톤', '야생화'})","frozenset({'공중식물', '인테리어식물'})",0.000180734,0.038461538
"frozenset({'공중식물', '흙/마사/스톤'})","frozenset({'인테리어식물', '야생화'})",0.000180734,0.142857143
frozenset({'인테리어식물'}),"frozenset({'공중식물', '야생화', '흙/마사/스톤'})",0.000180734,0.002070393
frozenset({'야생화'}),"frozenset({'공중식물', '인테리어식물', '흙/마사/스톤'})",0.000180734,0.002247191
frozenset({'공중식물'}),"frozenset({'흙/마사/스톤', '인테리어식물', '야생화'})",0.000180734,0.005181347
frozenset({'흙/마사/스톤'}),"frozenset({'공중식물', '인테리어식물', '야생화'})",0.000180734,0.002262443
"frozenset({'공중식물', '인테리어식물', '야생화'})",frozenset({'화분'}),0.000180734,0.125
"frozenset({'화분', '인테리어식물', '야생화'})",frozenset({'공중식물'}),0.000180734,0.333333333
"frozenset({'공중식물', '인테리어식물', '화분'})",frozenset({'야생화'}),0.000180734,0.5
"frozenset({'공중식물', '화분', '야생화'})",frozenset({'인테리어식물'}),0.000180734,1
"frozenset({'인테리어식물', '야생화'})","frozenset({'공중식물', '화분'})",0.000180734,0.01754386
"frozenset({'공중식물', '인테리어식물'})","frozenset({'화분', '야생화'})",0.000180734,0.027027027
"frozenset({'인테리어식물', '화분'})","frozenset({'공중식물', '야생화'})",0.000180734,0.066666667
"frozenset({'공중식물', '야생화'})","frozenset({'인테리어식물', '화분'})",0.000180734,0.037037037
"frozenset({'화분', '야생화'})","frozenset({'공중식물', '인테리어식물'})",0.000180734,0.066666667
"frozenset({'공중식물', '화분'})","frozenset({'인테리어식물', '야생화'})",0.000180734,0.5
frozenset({'인테리어식물'}),"frozenset({'공중식물', '화분', '야생화'})",0.000180734,0.002070393
frozenset({'야생화'}),"frozenset({'공중식물', '인테리어식물', '화분'})",0.000180734,0.002247191
frozenset({'공중식물'}),"frozenset({'화분', '인테리어식물', '야생화'})",0.000180734,0.005181347
frozenset({'화분'}),"frozenset({'공중식물', '인테리어식물', '야생화'})",0.000180734,0.004739336
"frozenset({'공중식물', '인테리어식물', '선인장'})",frozenset({'허브'}),0.000180734,1
"frozenset({'인테리어식물', '선인장', '허브'})",frozenset({'공중식물'}),0.000180734,1
"frozenset({'공중식물', '인테리어식물', '허브'})",frozenset({'선인장'}),0.000180734,0.25
"frozenset({'공중식물', '선인장', '허브'})",frozenset({'인테리어식물'}),0.000180734,0.5
"frozenset({'인테리어식물', '선인장'})","frozenset({'공중식물', '허브'})",0.000180734,0.090909091
"frozenset({'공중식물', '인테리어식물'})","frozenset({'선인장', '허브'})",0.000180734,0.027027027
"frozenset({'인테리어식물', '허브'})","frozenset({'공중식물', '선인장'})",0.000180734,0.066666667
"frozenset({'공중식물', '선인장'})","frozenset({'인테리어식물', '허브'})",0.000180734,0.2
"frozenset({'선인장', '허브'})","frozenset({'공중식물', '인테리어식물'})",0.000180734,0.5
"frozenset({'공중식물', '허브'})","frozenset({'인테리어식물', '선인장'})",0.000180734,0.166666667
frozenset({'인테리어식물'}),"frozenset({'공중식물', '선인장', '허브'})",0.000180734,0.002070393
frozenset({'선인장'}),"frozenset({'공중식물', '인테리어식물', '허브'})",0.000180734,0.013157895
frozenset({'공중식물'}),"frozenset({'인테리어식물', '선인장', '허브'})",0.000180734,0.005181347
frozenset({'허브'}),"frozenset({'공중식물', '인테리어식물', '선인장'})",0.000180734,0.025
"frozenset({'수입식물', '인테리어식물', '선인장'})",frozenset({'공중식물'}),0.000180734,0.5
"frozenset({'공중식물', '인테리어식물', '선인장'})",frozenset({'수입식물'}),0.000180734,1
"frozenset({'수입식물', '인테리어식물', '공중식물'})",frozenset({'선인장'}),0.000180734,0.142857143
"frozenset({'수입식물', '선인장', '공중식물'})",frozenset({'인테리어식물'}),0.000180734,0.25
"frozenset({'인테리어식물', '선인장'})","frozenset({'수입식물', '공중식물'})",0.000180734,0.090909091
"frozenset({'수입식물', '인테리어식물'})","frozenset({'공중식물', '선인장'})",0.000180734,0.027777778
"frozenset({'공중식물', '인테리어식물'})","frozenset({'수입식물', '선인장'})",0.000180734,0.027027027
"frozenset({'수입식물', '선인장'})","frozenset({'공중식물', '인테리어식물'})",0.000180734,0.1
"frozenset({'공중식물', '선인장'})","frozenset({'수입식물', '인테리어식물'})",0.000180734,0.2
"frozenset({'수입식물', '공중식물'})","frozenset({'인테리어식물', '선인장'})",0.000180734,0.02
frozenset({'인테리어식물'}),"frozenset({'수입식물', '선인장', '공중식물'})",0.000180734,0.002070393
frozenset({'선인장'}),"frozenset({'수입식물', '인테리어식물', '공중식물'})",0.000180734,0.013157895
frozenset({'수입식물'}),"frozenset({'공중식물', '인테리어식물', '선인장'})",0.000180734,0.003289474
frozenset({'공중식물'}),"frozenset({'수입식물', '인테리어식물', '선인장'})",0.000180734,0.005181347
"frozenset({'묘목/조경/관목', '인테리어식물', '수생/식충/과실수'})",frozenset({'공중식물'}),0.000180734,0.5
"frozenset({'공중식물', '인테리어식물', '수생/식충/과실수'})",frozenset({'묘목/조경/관목'}),0.000180734,1
"frozenset({'묘목/조경/관목', '인테리어식물', '공중식물'})",frozenset({'수생/식충/과실수'}),0.000180734,0.2
"frozenset({'묘목/조경/관목', '수생/식충/과실수', '공중식물'})",frozenset({'인테리어식물'}),0.000180734,1
"frozenset({'인테리어식물', '수생/식충/과실수'})","frozenset({'묘목/조경/관목', '공중식물'})",0.000180734,0.05
"frozenset({'묘목/조경/관목', '인테리어식물'})","frozenset({'공중식물', '수생/식충/과실수'})",0.000180734,0.05
"frozenset({'공중식물', '인테리어식물'})","frozenset({'묘목/조경/관목', '수생/식충/과실수'})",0.000180734,0.027027027
"frozenset({'묘목/조경/관목', '수생/식충/과실수'})","frozenset({'공중식물', '인테리어식물'})",0.000180734,0.25
"frozenset({'공중식물', '수생/식충/과실수'})","frozenset({'묘목/조경/관목', '인테리어식물'})",0.000180734,0.333333333
"frozenset({'묘목/조경/관목', '공중식물'})","frozenset({'인테리어식물', '수생/식충/과실수'})",0.000180734,0.166666667
frozenset({'인테리어식물'}),"frozenset({'묘목/조경/관목', '수생/식충/과실수', '공중식물'})",0.000180734,0.002070393
frozenset({'수생/식충/과실수'}),"frozenset({'묘목/조경/관목', '인테리어식물', '공중식물'})",0.000180734,0.013157895
frozenset({'묘목/조경/관목'}),"frozenset({'공중식물', '인테리어식물', '수생/식충/과실수'})",0.000180734,0.008547009
frozenset({'공중식물'}),"frozenset({'묘목/조경/관목', '인테리어식물', '수생/식충/과실수'})",0.000180734,0.005181347
"frozenset({'다육', '인테리어식물', '공중식물'})",frozenset({'허브'}),0.000180734,0.25
"frozenset({'다육', '인테리어식물', '허브'})",frozenset({'공중식물'}),0.000180734,0.5
"frozenset({'공중식물', '인테리어식물', '허브'})",frozenset({'다육'}),0.000180734,0.25
"frozenset({'다육', '허브', '공중식물'})",frozenset({'인테리어식물'}),0.000180734,0.5
"frozenset({'다육', '인테리어식물'})","frozenset({'공중식물', '허브'})",0.000180734,0.038461538
"frozenset({'공중식물', '인테리어식물'})","frozenset({'다육', '허브'})",0.000180734,0.027027027
"frozenset({'인테리어식물', '허브'})","frozenset({'다육', '공중식물'})",0.000180734,0.066666667
"frozenset({'다육', '공중식물'})","frozenset({'인테리어식물', '허브'})",0.000180734,0.0625
"frozenset({'다육', '허브'})","frozenset({'공중식물', '인테리어식물'})",0.000180734,0.333333333
"frozenset({'공중식물', '허브'})","frozenset({'다육', '인테리어식물'})",0.000180734,0.166666667
frozenset({'인테리어식물'}),"frozenset({'다육', '허브', '공중식물'})",0.000180734,0.002070393
frozenset({'다육'}),"frozenset({'공중식물', '인테리어식물', '허브'})",0.000180734,0.005263158
frozenset({'공중식물'}),"frozenset({'다육', '인테리어식물', '허브'})",0.000180734,0.005181347
frozenset({'허브'}),"frozenset({'다육', '인테리어식물', '공중식물'})",0.000180734,0.025
"frozenset({'다육', '인테리어식물', '공중식물'})",frozenset({'흙/마사/스톤'}),0.000180734,0.25
"frozenset({'다육', '인테리어식물', '흙/마사/스톤'})",frozenset({'공중식물'}),0.000180734,1
"frozenset({'공중식물', '인테리어식물', '흙/마사/스톤'})",frozenset({'다육'}),0.000180734,0.333333333
"frozenset({'흙/마사/스톤', '다육', '공중식물'})",frozenset({'인테리어식물'}),0.000180734,1
"frozenset({'다육', '인테리어식물'})","frozenset({'공중식물', '흙/마사/스톤'})",0.000180734,0.038461538
"frozenset({'공중식물', '인테리어식물'})","frozenset({'다육', '흙/마사/스톤'})",0.000180734,0.027027027
"frozenset({'흙/마사/스톤', '인테리어식물'})","frozenset({'다육', '공중식물'})",0.000180734,0.03125
"frozenset({'다육', '공중식물'})","frozenset({'흙/마사/스톤', '인테리어식물'})",0.000180734,0.0625
"frozenset({'다육', '흙/마사/스톤'})","frozenset({'공중식물', '인테리어식물'})",0.000180734,0.066666667
"frozenset({'공중식물', '흙/마사/스톤'})","frozenset({'다육', '인테리어식물'})",0.000180734,0.142857143
frozenset({'인테리어식물'}),"frozenset({'흙/마사/스톤', '다육', '공중식물'})",0.000180734,0.002070393
frozenset({'다육'}),"frozenset({'공중식물', '인테리어식물', '흙/마사/스톤'})",0.000180734,0.005263158
frozenset({'공중식물'}),"frozenset({'다육', '인테리어식물', '흙/마사/스톤'})",0.000180734,0.005181347
frozenset({'흙/마사/스톤'}),"frozenset({'다육', '인테리어식물', '공중식물'})",0.000180734,0.002262443
"frozenset({'묘목/조경/관목', '인테리어식물', '공중식물'})",frozenset({'허브'}),0.000180734,0.2
"frozenset({'묘목/조경/관목', '인테리어식물', '허브'})",frozenset({'공중식물'}),0.000180734,1
"frozenset({'공중식물', '인테리어식물', '허브'})",frozenset({'묘목/조경/관목'}),0.000180734,0.25
"frozenset({'묘목/조경/관목', '허브', '공중식물'})",frozenset({'인테리어식물'}),0.000180734,0.5
"frozenset({'묘목/조경/관목', '인테리어식물'})","frozenset({'공중식물', '허브'})",0.000180734,0.05
"frozenset({'공중식물', '인테리어식물'})","frozenset({'묘목/조경/관목', '허브'})",0.000180734,0.027027027
"frozenset({'인테리어식물', '허브'})","frozenset({'묘목/조경/관목', '공중식물'})",0.000180734,0.066666667
"frozenset({'묘목/조경/관목', '공중식물'})","frozenset({'인테리어식물', '허브'})",0.000180734,0.166666667
"frozenset({'묘목/조경/관목', '허브'})","frozenset({'공중식물', '인테리어식물'})",0.000180734,0.2
"frozenset({'공중식물', '허브'})","frozenset({'묘목/조경/관목', '인테리어식물'})",0.000180734,0.166666667
frozenset({'인테리어식물'}),"frozenset({'묘목/조경/관목', '허브', '공중식물'})",0.000180734,0.002070393
frozenset({'묘목/조경/관목'}),"frozenset({'공중식물', '인테리어식물', '허브'})",0.000180734,0.008547009
frozenset({'공중식물'}),"frozenset({'묘목/조경/관목', '인테리어식물', '허브'})",0.000180734,0.005181347
frozenset({'허브'}),"frozenset({'묘목/조경/관목', '인테리어식물', '공중식물'})",0.000180734,0.025
"frozenset({'공중식물', '인테리어식물', '영양제/살균제'})",frozenset({'흙/마사/스톤'}),0.000180734,1
"frozenset({'흙/마사/스톤', '인테리어식물', '영양제/살균제'})",frozenset({'공중식물'}),0.000180734,0.25
"frozenset({'공중식물', '영양제/살균제', '흙/마사/스톤'})",frozenset({'인테리어식물'}),0.000180734,1
"frozenset({'공중식물', '인테리어식물', '흙/마사/스톤'})",frozenset({'영양제/살균제'}),0.000180734,0.333333333
"frozenset({'인테리어식물', '영양제/살균제'})","frozenset({'공중식물', '흙/마사/스톤'})",0.000180734,0.1
"frozenset({'공중식물', '영양제/살균제'})","frozenset({'흙/마사/스톤', '인테리어식물'})",0.000180734,0.5
"frozenset({'흙/마사/스톤', '영양제/살균제'})","frozenset({'공중식물', '인테리어식물'})",0.000180734,0.025
"frozenset({'공중식물', '인테리어식물'})","frozenset({'흙/마사/스톤', '영양제/살균제'})",0.000180734,0.027027027
"frozenset({'흙/마사/스톤', '인테리어식물'})","frozenset({'공중식물', '영양제/살균제'})",0.000180734,0.03125
"frozenset({'공중식물', '흙/마사/스톤'})","frozenset({'인테리어식물', '영양제/살균제'})",0.000180734,0.142857143
frozenset({'영양제/살균제'}),"frozenset({'공중식물', '인테리어식물', '흙/마사/스톤'})",0.000180734,0.0125
frozenset({'인테리어식물'}),"frozenset({'공중식물', '영양제/살균제', '흙/마사/스톤'})",0.000180734,0.002070393
frozenset({'공중식물'}),"frozenset({'흙/마사/스톤', '인테리어식물', '영양제/살균제'})",0.000180734,0.005181347
frozenset({'흙/마사/스톤'}),"frozenset({'공중식물', '인테리어식물', '영양제/살균제'})",0.000180734,0.002262443
"frozenset({'묘목/조경/관목', '인테리어식물', '공중식물'})",frozenset({'흙/마사/스톤'}),0.000180734,0.2
"frozenset({'묘목/조경/관목', '인테리어식물', '흙/마사/스톤'})",frozenset({'공중식물'}),0.000180734,0.333333333
