antecedents,consequents,support,confidence
"frozenset({'인테리어식물', '관엽식물'})","frozenset({'다육', '서양란'})",0.000542201,0.050847458
"frozenset({'다육', '서양란'})","frozenset({'인테리어식물', '관엽식물'})",0.000542201,0.5
"frozenset({'다육', '관엽식물'})","frozenset({'인테리어식물', '서양란'})",0.000542201,0.068181818
"frozenset({'서양란', '관엽식물'})","frozenset({'다육', '인테리어식물'})",0.000542201,0.75
frozenset({'인테리어식물'}),"frozenset({'다육', '서양란', '관엽식물'})",0.000542201,0.00621118
frozenset({'다육'}),"frozenset({'서양란', '인테리어식물', '관엽식물'})",0.000542201,0.015789474
frozenset({'서양란'}),"frozenset({'다육', '인테리어식물', '관엽식물'})",0.000542201,0.025641026
frozenset({'관엽식물'}),"frozenset({'다육', '인테리어식물', '서양란'})",0.000542201,0.006849315
"frozenset({'수입식물', '인테리어식물', '공기정화식물'})",frozenset({'관엽식물'}),0.000542201,0.333333333
"frozenset({'수입식물', '관엽식물', '공기정화식물'})",frozenset({'인테리어식물'}),0.000542201,0.15
"frozenset({'인테리어식물', '관엽식물', '공기정화식물'})",frozenset({'수입식물'}),0.000542201,0.115384615
"frozenset({'수입식물', '인테리어식물', '관엽식물'})",frozenset({'공기정화식물'}),0.000542201,0.333333333
"frozenset({'수입식물', '공기정화식물'})","frozenset({'인테리어식물', '관엽식물'})",0.000542201,0.0375
"frozenset({'인테리어식물', '공기정화식물'})","frozenset({'수입식물', '관엽식물'})",0.000542201,0.028571429
"frozenset({'관엽식물', '공기정화식물'})","frozenset({'수입식물', '인테리어식물'})",0.000542201,0.024390244
"frozenset({'수입식물', '인테리어식물'})","frozenset({'관엽식물', '공기정화식물'})",0.000542201,0.083333333
"frozenset({'수입식물', '관엽식물'})","frozenset({'인테리어식물', '공기정화식물'})",0.000542201,0.052631579
"frozenset({'인테리어식물', '관엽식물'})","frozenset({'수입식물', '공기정화식물'})",0.000542201,0.050847458
frozenset({'공기정화식물'}),"frozenset({'수입식물', '인테리어식물', '관엽식물'})",0.000542201,0.005586592
frozenset({'수입식물'}),"frozenset({'인테리어식물', '관엽식물', '공기정화식물'})",0.000542201,0.009868421
frozenset({'인테리어식물'}),"frozenset({'수입식물', '관엽식물', '공기정화식물'})",0.000542201,0.00621118
frozenset({'관엽식물'}),"frozenset({'수입식물', '인테리어식물', '공기정화식물'})",0.000542201,0.006849315
"frozenset({'공중식물', '수입식물', '공기정화식물'})",frozenset({'관엽식물'}),0.000542201,0.214285714
"frozenset({'수입식물', '관엽식물', '공기정화식물'})",frozenset({'공중식물'}),0.000542201,0.15
"frozenset({'공중식물', '관엽식물', '공기정화식물'})",frozenset({'수입식물'}),0.000542201,0.214285714
"frozenset({'수입식물', '관엽식물', '공중식물'})",frozenset({'공기정화식물'}),0.000542201,0.428571429
"frozenset({'수입식물', '공기정화식물'})","frozenset({'공중식물', '관엽식물'})",0.000542201,0.0375
"frozenset({'공중식물', '공기정화식물'})","frozenset({'수입식물', '관엽식물'})",0.000542201,0.06122449
"frozenset({'관엽식물', '공기정화식물'})","frozenset({'수입식물', '공중식물'})",0.000542201,0.024390244
"frozenset({'수입식물', '공중식물'})","frozenset({'관엽식물', '공기정화식물'})",0.000542201,0.06
"frozenset({'수입식물', '관엽식물'})","frozenset({'공중식물', '공기정화식물'})",0.000542201,0.052631579
"frozenset({'공중식물', '관엽식물'})","frozenset({'수입식물', '공기정화식물'})",0.000542201,0.103448276
frozenset({'공기정화식물'}),"frozenset({'수입식물', '관엽식물', '공중식물'})",0.000542201,0.005586592
frozenset({'수입식물'}),"frozenset({'공중식물', '관엽식물', '공기정화식물'})",0.000542201,0.009868421
frozenset({'공중식물'}),"frozenset({'수입식물', '관엽식물', '공기정화식물'})",0.000542201,0.015544041
frozenset({'관엽식물'}),"frozenset({'공중식물', '수입식물', '공기정화식물'})",0.000542201,0.006849315
"frozenset({nan, '야생화', '공기정화식물'})",frozenset({'관엽식물'}),0.000542201,1
"frozenset({nan, '관엽식물', '공기정화식물'})",frozenset({'야생화'}),0.000542201,1
"frozenset({'관엽식물', '야생화', '공기정화식물'})",frozenset({nan}),0.000542201,0.12
"frozenset({nan, '관엽식물', '야생화'})",frozenset({'공기정화식물'}),0.000542201,0.75
"frozenset({nan, '공기정화식물'})","frozenset({'관엽식물', '야생화'})",0.000542201,1
"frozenset({'야생화', '공기정화식물'})","frozenset({'관엽식물', nan})",0.000542201,0.032608696
"frozenset({'관엽식물', '공기정화식물'})","frozenset({nan, '야생화'})",0.000542201,0.024390244
"frozenset({nan, '야생화'})","frozenset({'관엽식물', '공기정화식물'})",0.000542201,0.5
"frozenset({nan, '관엽식물'})","frozenset({'야생화', '공기정화식물'})",0.000542201,0.6
"frozenset({'관엽식물', '야생화'})","frozenset({nan, '공기정화식물'})",0.000542201,0.040540541
frozenset({'공기정화식물'}),"frozenset({nan, '관엽식물', '야생화'})",0.000542201,0.005586592
frozenset({nan}),"frozenset({'관엽식물', '야생화', '공기정화식물'})",0.000542201,0.176470588
frozenset({'야생화'}),"frozenset({nan, '관엽식물', '공기정화식물'})",0.000542201,0.006741573
frozenset({'관엽식물'}),"frozenset({nan, '야생화', '공기정화식물'})",0.000542201,0.006849315
"frozenset({'흙/마사/스톤', '수입식물', '공기정화식물'})",frozenset({'관엽식물'}),0.000542201,0.5
"frozenset({'흙/마사/스톤', '관엽식물', '공기정화식물'})",frozenset({'수입식물'}),0.000542201,0.375
"frozenset({'수입식물', '관엽식물', '공기정화식물'})",frozenset({'흙/마사/스톤'}),0.000542201,0.15
"frozenset({'수입식물', '관엽식물', '흙/마사/스톤'})",frozenset({'공기정화식물'}),0.000542201,0.75
"frozenset({'흙/마사/스톤', '공기정화식물'})","frozenset({'수입식물', '관엽식물'})",0.000542201,0.081081081
"frozenset({'수입식물', '공기정화식물'})","frozenset({'흙/마사/스톤', '관엽식물'})",0.000542201,0.0375
"frozenset({'관엽식물', '공기정화식물'})","frozenset({'수입식물', '흙/마사/스톤'})",0.000542201,0.024390244
"frozenset({'수입식물', '흙/마사/스톤'})","frozenset({'관엽식물', '공기정화식물'})",0.000542201,0.166666667
"frozenset({'흙/마사/스톤', '관엽식물'})","frozenset({'수입식물', '공기정화식물'})",0.000542201,0.130434783
"frozenset({'수입식물', '관엽식물'})","frozenset({'흙/마사/스톤', '공기정화식물'})",0.000542201,0.052631579
frozenset({'공기정화식물'}),"frozenset({'수입식물', '관엽식물', '흙/마사/스톤'})",0.000542201,0.005586592
frozenset({'흙/마사/스톤'}),"frozenset({'수입식물', '관엽식물', '공기정화식물'})",0.000542201,0.00678733
frozenset({'수입식물'}),"frozenset({'흙/마사/스톤', '관엽식물', '공기정화식물'})",0.000542201,0.009868421
frozenset({'관엽식물'}),"frozenset({'흙/마사/스톤', '수입식물', '공기정화식물'})",0.000542201,0.006849315
"frozenset({'다육', '인테리어식물', '공기정화식물'})",frozenset({'공중식물'}),0.000542201,0.272727273
"frozenset({'공중식물', '다육', '공기정화식물'})",frozenset({'인테리어식물'}),0.000542201,0.75
"frozenset({'공중식물', '인테리어식물', '공기정화식물'})",frozenset({'다육'}),0.000542201,0.214285714
"frozenset({'다육', '인테리어식물', '공중식물'})",frozenset({'공기정화식물'}),0.000542201,0.75
"frozenset({'다육', '공기정화식물'})","frozenset({'공중식물', '인테리어식물'})",0.000542201,0.063829787
"frozenset({'인테리어식물', '공기정화식물'})","frozenset({'다육', '공중식물'})",0.000542201,0.028571429
"frozenset({'공중식물', '공기정화식물'})","frozenset({'다육', '인테리어식물'})",0.000542201,0.06122449
"frozenset({'다육', '인테리어식물'})","frozenset({'공중식물', '공기정화식물'})",0.000542201,0.115384615
"frozenset({'다육', '공중식물'})","frozenset({'인테리어식물', '공기정화식물'})",0.000542201,0.1875
"frozenset({'공중식물', '인테리어식물'})","frozenset({'다육', '공기정화식물'})",0.000542201,0.081081081
frozenset({'공기정화식물'}),"frozenset({'다육', '인테리어식물', '공중식물'})",0.000542201,0.005586592
frozenset({'다육'}),"frozenset({'공중식물', '인테리어식물', '공기정화식물'})",0.000542201,0.015789474
frozenset({'인테리어식물'}),"frozenset({'공중식물', '다육', '공기정화식물'})",0.000542201,0.00621118
frozenset({'공중식물'}),"frozenset({'다육', '인테리어식물', '공기정화식물'})",0.000542201,0.015544041
"frozenset({'묘목/조경/관목', '인테리어식물', '공중식물'})",frozenset({'야생화'}),0.000542201,0.6
"frozenset({'묘목/조경/관목', '인테리어식물', '야생화'})",frozenset({'공중식물'}),0.000542201,0.6
"frozenset({'공중식물', '인테리어식물', '야생화'})",frozenset({'묘목/조경/관목'}),0.000542201,0.375
"frozenset({'묘목/조경/관목', '야생화', '공중식물'})",frozenset({'인테리어식물'}),0.000542201,1
"frozenset({'묘목/조경/관목', '인테리어식물'})","frozenset({'공중식물', '야생화'})",0.000542201,0.15
"frozenset({'공중식물', '인테리어식물'})","frozenset({'묘목/조경/관목', '야생화'})",0.000542201,0.081081081
"frozenset({'인테리어식물', '야생화'})","frozenset({'묘목/조경/관목', '공중식물'})",0.000542201,0.052631579
"frozenset({'묘목/조경/관목', '공중식물'})","frozenset({'인테리어식물', '야생화'})",0.000542201,0.5
"frozenset({'묘목/조경/관목', '야생화'})","frozenset({'공중식물', '인테리어식물'})",0.000542201,0.166666667
"frozenset({'공중식물', '야생화'})","frozenset({'묘목/조경/관목', '인테리어식물'})",0.000542201,0.111111111
frozenset({'인테리어식물'}),"frozenset({'묘목/조경/관목', '야생화', '공중식물'})",0.000542201,0.00621118
frozenset({'묘목/조경/관목'}),"frozenset({'공중식물', '인테리어식물', '야생화'})",0.000542201,0.025641026
frozenset({'공중식물'}),"frozenset({'묘목/조경/관목', '인테리어식물', '야생화'})",0.000542201,0.015544041
frozenset({'야생화'}),"frozenset({'묘목/조경/관목', '인테리어식물', '공중식물'})",0.000542201,0.006741573
"frozenset({'기타원예', '영양제/살균제', '흙/마사/스톤'})",frozenset({'화분'}),0.000542201,0.5
"frozenset({'화분', '영양제/살균제', '흙/마사/스톤'})",frozenset({'기타원예'}),0.000542201,0.5
"frozenset({'기타원예', '화분', '영양제/살균제'})",frozenset({'흙/마사/스톤'}),0.000542201,1
"frozenset({'기타원예', '화분', '흙/마사/스톤'})",frozenset({'영양제/살균제'}),0.000542201,0.272727273
"frozenset({'흙/마사/스톤', '영양제/살균제'})","frozenset({'기타원예', '화분'})",0.000542201,0.075
"frozenset({'기타원예', '영양제/살균제'})","frozenset({'흙/마사/스톤', '화분'})",0.000542201,0.3
"frozenset({'화분', '영양제/살균제'})","frozenset({'기타원예', '흙/마사/스톤'})",0.000542201,0.428571429
"frozenset({'기타원예', '흙/마사/스톤'})","frozenset({'화분', '영양제/살균제'})",0.000542201,0.09375
"frozenset({'흙/마사/스톤', '화분'})","frozenset({'기타원예', '영양제/살균제'})",0.000542201,0.069767442
"frozenset({'기타원예', '화분'})","frozenset({'흙/마사/스톤', '영양제/살균제'})",0.000542201,0.142857143
frozenset({'영양제/살균제'}),"frozenset({'기타원예', '화분', '흙/마사/스톤'})",0.000542201,0.0375
frozenset({'흙/마사/스톤'}),"frozenset({'기타원예', '화분', '영양제/살균제'})",0.000542201,0.00678733
frozenset({'기타원예'}),"frozenset({'화분', '영양제/살균제', '흙/마사/스톤'})",0.000542201,0.018292683
frozenset({'화분'}),"frozenset({'기타원예', '영양제/살균제', '흙/마사/스톤'})",0.000542201,0.014218009
"frozenset({'공중식물', '인테리어식물', '야생화', '공기정화식물'})",frozenset({'다육'}),0.000542201,0.75
"frozenset({'공중식물', '다육', '인테리어식물', '공기정화식물'})",frozenset({'야생화'}),0.000542201,1
"frozenset({'공중식물', '다육', '야생화', '공기정화식물'})",frozenset({'인테리어식물'}),0.000542201,0.75
"frozenset({'다육', '인테리어식물', '야생화', '공기정화식물'})",frozenset({'공중식물'}),0.000542201,0.6
"frozenset({'다육', '인테리어식물', '야생화', '공중식물'})",frozenset({'공기정화식물'}),0.000542201,0.75
"frozenset({'공중식물', '인테리어식물', '공기정화식물'})","frozenset({'다육', '야생화'})",0.000542201,0.214285714
"frozenset({'공중식물', '야생화', '공기정화식물'})","frozenset({'다육', '인테리어식물'})",0.000542201,0.230769231
"frozenset({'공중식물', '다육', '공기정화식물'})","frozenset({'인테리어식물', '야생화'})",0.000542201,0.75
"frozenset({'인테리어식물', '야생화', '공기정화식물'})","frozenset({'다육', '공중식물'})",0.000542201,0.2
"frozenset({'다육', '인테리어식물', '공기정화식물'})","frozenset({'공중식물', '야생화'})",0.000542201,0.272727273
"frozenset({'다육', '야생화', '공기정화식물'})","frozenset({'공중식물', '인테리어식물'})",0.000542201,0.230769231
"frozenset({'공중식물', '인테리어식물', '야생화'})","frozenset({'다육', '공기정화식물'})",0.000542201,0.375
"frozenset({'다육', '인테리어식물', '공중식물'})","frozenset({'야생화', '공기정화식물'})",0.000542201,0.75
"frozenset({'다육', '야생화', '공중식물'})","frozenset({'인테리어식물', '공기정화식물'})",0.000542201,0.428571429
"frozenset({'다육', '인테리어식물', '야생화'})","frozenset({'공중식물', '공기정화식물'})",0.000542201,0.3
"frozenset({'공중식물', '공기정화식물'})","frozenset({'다육', '인테리어식물', '야생화'})",0.000542201,0.06122449
"frozenset({'인테리어식물', '공기정화식물'})","frozenset({'다육', '야생화', '공중식물'})",0.000542201,0.028571429
"frozenset({'야생화', '공기정화식물'})","frozenset({'다육', '인테리어식물', '공중식물'})",0.000542201,0.032608696
"frozenset({'다육', '공기정화식물'})","frozenset({'공중식물', '인테리어식물', '야생화'})",0.000542201,0.063829787
"frozenset({'공중식물', '인테리어식물'})","frozenset({'다육', '야생화', '공기정화식물'})",0.000542201,0.081081081
"frozenset({'공중식물', '야생화'})","frozenset({'다육', '인테리어식물', '공기정화식물'})",0.000542201,0.111111111
"frozenset({'다육', '공중식물'})","frozenset({'인테리어식물', '야생화', '공기정화식물'})",0.000542201,0.1875
"frozenset({'인테리어식물', '야생화'})","frozenset({'공중식물', '다육', '공기정화식물'})",0.000542201,0.052631579
"frozenset({'다육', '인테리어식물'})","frozenset({'공중식물', '야생화', '공기정화식물'})",0.000542201,0.115384615
"frozenset({'다육', '야생화'})","frozenset({'공중식물', '인테리어식물', '공기정화식물'})",0.000542201,0.081081081
frozenset({'공기정화식물'}),"frozenset({'다육', '인테리어식물', '야생화', '공중식물'})",0.000542201,0.005586592
frozenset({'공중식물'}),"frozenset({'다육', '인테리어식물', '야생화', '공기정화식물'})",0.000542201,0.015544041
frozenset({'인테리어식물'}),"frozenset({'공중식물', '다육', '야생화', '공기정화식물'})",0.000542201,0.00621118
frozenset({'야생화'}),"frozenset({'공중식물', '다육', '인테리어식물', '공기정화식물'})",0.000542201,0.006741573
frozenset({'다육'}),"frozenset({'공중식물', '인테리어식물', '야생화', '공기정화식물'})",0.000542201,0.015789474
frozenset({'동양란'}),frozenset({'관엽식물'}),0.000361468,0.1
frozenset({'관엽식물'}),frozenset({'동양란'}),0.000361468,0.00456621
frozenset({'묘목/조경/관목'}),frozenset({'관엽식물'}),0.000361468,0.017094017
frozenset({'관엽식물'}),frozenset({'묘목/조경/관목'}),0.000361468,0.00456621
frozenset({'공중식물'}),frozenset({'서양란'}),0.000361468,0.010362694
frozenset({'서양란'}),frozenset({'공중식물'}),0.000361468,0.017094017
frozenset({'영양제/살균제'}),frozenset({'서양란'}),0.000361468,0.025
frozenset({'서양란'}),frozenset({'영양제/살균제'}),0.000361468,0.017094017
frozenset({'수입식물'}),frozenset({'서양란'}),0.000361468,0.006578947
frozenset({'서양란'}),frozenset({'수입식물'}),0.000361468,0.017094017
frozenset({'공기정화식물'}),frozenset({'동양란'}),0.000361468,0.003724395
frozenset({'동양란'}),frozenset({'공기정화식물'}),0.000361468,0.1
frozenset({'인테리어식물'}),frozenset({'바위솔/세덤'}),0.000361468,0.004140787
frozenset({'바위솔/세덤'}),frozenset({'인테리어식물'}),0.000361468,0.222222222
frozenset({'선인장'}),frozenset({'완제품'}),0.000361468,0.026315789
frozenset({'완제품'}),frozenset({'선인장'}),0.000361468,0.046511628
frozenset({'영양제/살균제'}),frozenset({'공중식물'}),0.000361468,0.025
frozenset({'공중식물'}),frozenset({'영양제/살균제'}),0.000361468,0.010362694
frozenset({'공중식물'}),frozenset({'화분'}),0.000361468,0.010362694
frozenset({'화분'}),frozenset({'공중식물'}),0.000361468,0.009478673
frozenset({'기타원예'}),frozenset({'공중식물'}),0.000361468,0.012195122
frozenset({'공중식물'}),frozenset({'기타원예'}),0.000361468,0.010362694
frozenset({'선인장'}),frozenset({'허브'}),0.000361468,0.026315789
frozenset({'허브'}),frozenset({'선인장'}),0.000361468,0.05
frozenset({'선인장'}),frozenset({'화분'}),0.000361468,0.026315789
frozenset({'화분'}),frozenset({'선인장'}),0.000361468,0.009478673
frozenset({'다육'}),frozenset({'수생/식충/과실수'}),0.000361468,0.010526316
frozenset({'수생/식충/과실수'}),frozenset({'다육'}),0.000361468,0.026315789
frozenset({'수생/식충/과실수'}),frozenset({'구근'}),0.000361468,0.026315789
frozenset({'구근'}),frozenset({'수생/식충/과실수'}),0.000361468,0.181818182
frozenset({'수생/식충/과실수'}),frozenset({'수초'}),0.000361468,0.026315789
frozenset({'수초'}),frozenset({'수생/식충/과실수'}),0.000361468,0.037037037
frozenset({'특가세일'}),frozenset({'다육'}),0.000361468,0.005390836
frozenset({'다육'}),frozenset({'특가세일'}),0.000361468,0.010526316
frozenset({'다육'}),frozenset({'바위솔/세덤'}),0.000361468,0.010526316
frozenset({'바위솔/세덤'}),frozenset({'다육'}),0.000361468,0.222222222
frozenset({'허브'}),frozenset({'화분'}),0.000361468,0.05
frozenset({'화분'}),frozenset({'허브'}),0.000361468,0.009478673
frozenset({'분재'}),frozenset({'흙/마사/스톤'}),0.000361468,0.25
frozenset({'흙/마사/스톤'}),frozenset({'분재'}),0.000361468,0.004524887
frozenset({'영양제/살균제'}),frozenset({'묘목/조경/관목'}),0.000361468,0.025
frozenset({'묘목/조경/관목'}),frozenset({'영양제/살균제'}),0.000361468,0.017094017
frozenset({'영양제/살균제'}),frozenset({'수입식물'}),0.000361468,0.025
frozenset({'수입식물'}),frozenset({'영양제/살균제'}),0.000361468,0.006578947
frozenset({'영양제/살균제'}),frozenset({'모종'}),0.000361468,0.025
frozenset({'모종'}),frozenset({'영양제/살균제'}),0.000361468,0.022222222
frozenset({'단품'}),frozenset({'흙/마사/스톤'}),0.000361468,0.285714286
frozenset({'흙/마사/스톤'}),frozenset({'단품'}),0.000361468,0.004524887
frozenset({'씨앗'}),frozenset({'흙/마사/스톤'}),0.000361468,0.105263158
frozenset({'흙/마사/스톤'}),frozenset({'씨앗'}),0.000361468,0.004524887
frozenset({'수초'}),frozenset({'흙/마사/스톤'}),0.000361468,0.037037037
frozenset({'흙/마사/스톤'}),frozenset({'수초'}),0.000361468,0.004524887
frozenset({'수입식물'}),frozenset({'동양란'}),0.000361468,0.006578947
frozenset({'동양란'}),frozenset({'수입식물'}),0.000361468,0.1
frozenset({'기타원예'}),frozenset({'동양란'}),0.000361468,0.012195122
frozenset({'동양란'}),frozenset({'기타원예'}),0.000361468,0.1
frozenset({'특가세일'}),frozenset({'묘목/조경/관목'}),0.000361468,0.005390836
frozenset({'묘목/조경/관목'}),frozenset({'특가세일'}),0.000361468,0.017094017
frozenset({'단품'}),frozenset({'화분'}),0.000361468,0.285714286
frozenset({'화분'}),frozenset({'단품'}),0.000361468,0.009478673
frozenset({'특가세일'}),frozenset({'기타원예'}),0.000361468,0.005390836
frozenset({'기타원예'}),frozenset({'특가세일'}),0.000361468,0.012195122
frozenset({'기타원예'}),frozenset({'씨앗'}),0.000361468,0.012195122
frozenset({'씨앗'}),frozenset({'기타원예'}),0.000361468,0.105263158
frozenset({'단품'}),frozenset({'모종'}),0.000361468,0.285714286
frozenset({'모종'}),frozenset({'단품'}),0.000361468,0.022222222
frozenset({'바닥재/소일'}),frozenset({'수초'}),0.000361468,0.285714286
frozenset({'수초'}),frozenset({'바닥재/소일'}),0.000361468,0.037037037
"frozenset({'서양란', '공기정화식물'})",frozenset({'관엽식물'}),0.000361468,0.285714286
"frozenset({'관엽식물', '공기정화식물'})",frozenset({'서양란'}),0.000361468,0.016260163
"frozenset({'서양란', '관엽식물'})",frozenset({'공기정화식물'}),0.000361468,0.5
frozenset({'공기정화식물'}),"frozenset({'서양란', '관엽식물'})",0.000361468,0.003724395
frozenset({'서양란'}),"frozenset({'관엽식물', '공기정화식물'})",0.000361468,0.017094017
frozenset({'관엽식물'}),"frozenset({'서양란', '공기정화식물'})",0.000361468,0.00456621
"frozenset({'서양란', '야생화'})",frozenset({'관엽식물'}),0.000361468,0.222222222
"frozenset({'관엽식물', '야생화'})",frozenset({'서양란'}),0.000361468,0.027027027
"frozenset({'서양란', '관엽식물'})",frozenset({'야생화'}),0.000361468,0.5
frozenset({'야생화'}),"frozenset({'서양란', '관엽식물'})",0.000361468,0.004494382
frozenset({'서양란'}),"frozenset({'관엽식물', '야생화'})",0.000361468,0.017094017
frozenset({'관엽식물'}),"frozenset({'서양란', '야생화'})",0.000361468,0.00456621
"frozenset({'선인장', '공기정화식물'})",frozenset({'관엽식물'}),0.000361468,0.111111111
"frozenset({'관엽식물', '공기정화식물'})",frozenset({'선인장'}),0.000361468,0.016260163
"frozenset({'선인장', '관엽식물'})",frozenset({'공기정화식물'}),0.000361468,0.285714286
frozenset({'공기정화식물'}),"frozenset({'선인장', '관엽식물'})",0.000361468,0.003724395
frozenset({'선인장'}),"frozenset({'관엽식물', '공기정화식물'})",0.000361468,0.026315789
frozenset({'관엽식물'}),"frozenset({'선인장', '공기정화식물'})",0.000361468,0.00456621
"frozenset({'수생/식충/과실수', '공기정화식물'})",frozenset({'관엽식물'}),0.000361468,0.105263158
"frozenset({'관엽식물', '공기정화식물'})",frozenset({'수생/식충/과실수'}),0.000361468,0.016260163
"frozenset({'수생/식충/과실수', '관엽식물'})",frozenset({'공기정화식물'}),0.000361468,0.25
frozenset({'공기정화식물'}),"frozenset({'수생/식충/과실수', '관엽식물'})",0.000361468,0.003724395
frozenset({'수생/식충/과실수'}),"frozenset({'관엽식물', '공기정화식물'})",0.000361468,0.026315789
frozenset({'관엽식물'}),"frozenset({'수생/식충/과실수', '공기정화식물'})",0.000361468,0.00456621
"frozenset({'야생화', '특가세일'})",frozenset({'관엽식물'}),0.000361468,0.153846154
"frozenset({'관엽식물', '특가세일'})",frozenset({'야생화'}),0.000361468,0.142857143
"frozenset({'관엽식물', '야생화'})",frozenset({'특가세일'}),0.000361468,0.027027027
frozenset({'특가세일'}),"frozenset({'관엽식물', '야생화'})",0.000361468,0.005390836
frozenset({'야생화'}),"frozenset({'관엽식물', '특가세일'})",0.000361468,0.004494382
frozenset({'관엽식물'}),"frozenset({'야생화', '특가세일'})",0.000361468,0.00456621
"frozenset({'수입식물', '수생/식충/과실수'})",frozenset({'관엽식물'}),0.000361468,0.5
"frozenset({'수생/식충/과실수', '관엽식물'})",frozenset({'수입식물'}),0.000361468,0.25
"frozenset({'수입식물', '관엽식물'})",frozenset({'수생/식충/과실수'}),0.000361468,0.035087719
frozenset({'수생/식충/과실수'}),"frozenset({'수입식물', '관엽식물'})",0.000361468,0.026315789
frozenset({'수입식물'}),"frozenset({'수생/식충/과실수', '관엽식물'})",0.000361468,0.006578947
frozenset({'관엽식물'}),"frozenset({'수입식물', '수생/식충/과실수'})",0.000361468,0.00456621
"frozenset({'다육', '화분'})",frozenset({'관엽식물'}),0.000361468,0.5
"frozenset({'관엽식물', '화분'})",frozenset({'다육'}),0.000361468,0.142857143
"frozenset({'다육', '관엽식물'})",frozenset({'화분'}),0.000361468,0.045454545
frozenset({'화분'}),"frozenset({'다육', '관엽식물'})",0.000361468,0.009478673
frozenset({'다육'}),"frozenset({'관엽식물', '화분'})",0.000361468,0.010526316
frozenset({'관엽식물'}),"frozenset({'다육', '화분'})",0.000361468,0.00456621
"frozenset({'다육', '모종'})",frozenset({'관엽식물'}),0.000361468,0.666666667
"frozenset({'다육', '관엽식물'})",frozenset({'모종'}),0.000361468,0.045454545
"frozenset({'관엽식물', '모종'})",frozenset({'다육'}),0.000361468,0.4
frozenset({'다육'}),"frozenset({'관엽식물', '모종'})",0.000361468,0.010526316
frozenset({'모종'}),"frozenset({'다육', '관엽식물'})",0.000361468,0.022222222
frozenset({'관엽식물'}),"frozenset({'다육', '모종'})",0.000361468,0.00456621
"frozenset({'수입식물', '화분'})",frozenset({'관엽식물'}),0.000361468,0.4
"frozenset({'관엽식물', '화분'})",frozenset({'수입식물'}),0.000361468,0.142857143
"frozenset({'수입식물', '관엽식물'})",frozenset({'화분'}),0.000361468,0.035087719
frozenset({'화분'}),"frozenset({'수입식물', '관엽식물'})",0.000361468,0.009478673
frozenset({'수입식물'}),"frozenset({'관엽식물', '화분'})",0.000361468,0.006578947
frozenset({'관엽식물'}),"frozenset({'수입식물', '화분'})",0.000361468,0.00456621
"frozenset({'화분', '모종'})",frozenset({'관엽식물'}),0.000361468,0.133333333
"frozenset({'관엽식물', '화분'})",frozenset({'모종'}),0.000361468,0.142857143
"frozenset({'관엽식물', '모종'})",frozenset({'화분'}),0.000361468,0.4
frozenset({'화분'}),"frozenset({'관엽식물', '모종'})",0.000361468,0.009478673
frozenset({'모종'}),"frozenset({'관엽식물', '화분'})",0.000361468,0.022222222
frozenset({'관엽식물'}),"frozenset({'화분', '모종'})",0.000361468,0.00456621
"frozenset({'인테리어식물', '공기정화식물'})",frozenset({'서양란'}),0.000361468,0.019047619
"frozenset({'서양란', '공기정화식물'})",frozenset({'인테리어식물'}),0.000361468,0.285714286
"frozenset({'인테리어식물', '서양란'})",frozenset({'공기정화식물'}),0.000361468,0.4
frozenset({'공기정화식물'}),"frozenset({'인테리어식물', '서양란'})",0.000361468,0.003724395
frozenset({'인테리어식물'}),"frozenset({'서양란', '공기정화식물'})",0.000361468,0.004140787
frozenset({'서양란'}),"frozenset({'인테리어식물', '공기정화식물'})",0.000361468,0.017094017
"frozenset({'선인장', '공기정화식물'})",frozenset({'서양란'}),0.000361468,0.111111111
"frozenset({'서양란', '공기정화식물'})",frozenset({'선인장'}),0.000361468,0.285714286
"frozenset({'선인장', '서양란'})",frozenset({'공기정화식물'}),0.000361468,0.666666667
frozenset({'공기정화식물'}),"frozenset({'선인장', '서양란'})",0.000361468,0.003724395
frozenset({'선인장'}),"frozenset({'서양란', '공기정화식물'})",0.000361468,0.026315789
frozenset({'서양란'}),"frozenset({'선인장', '공기정화식물'})",0.000361468,0.017094017
"frozenset({'인테리어식물', '야생화'})",frozenset({'서양란'}),0.000361468,0.035087719
"frozenset({'인테리어식물', '서양란'})",frozenset({'야생화'}),0.000361468,0.4
"frozenset({'서양란', '야생화'})",frozenset({'인테리어식물'}),0.000361468,0.222222222
frozenset({'인테리어식물'}),"frozenset({'서양란', '야생화'})",0.000361468,0.004140787
frozenset({'야생화'}),"frozenset({'인테리어식물', '서양란'})",0.000361468,0.004494382
frozenset({'서양란'}),"frozenset({'인테리어식물', '야생화'})",0.000361468,0.017094017
"frozenset({'인테리어식물', '동양란'})",frozenset({'서양란'}),0.000361468,0.4
"frozenset({'인테리어식물', '서양란'})",frozenset({'동양란'}),0.000361468,0.4
"frozenset({'서양란', '동양란'})",frozenset({'인테리어식물'}),0.000361468,0.333333333
frozenset({'인테리어식물'}),"frozenset({'서양란', '동양란'})",0.000361468,0.004140787
frozenset({'동양란'}),"frozenset({'인테리어식물', '서양란'})",0.000361468,0.1
frozenset({'서양란'}),"frozenset({'인테리어식물', '동양란'})",0.000361468,0.017094017
"frozenset({'선인장', '야생화'})",frozenset({'서양란'}),0.000361468,0.181818182
"frozenset({'선인장', '서양란'})",frozenset({'야생화'}),0.000361468,0.666666667
